qid,True Answer,Predicted Answer,Jaccard,Recall,Precision,F1,EditDist,EM,BERT,Perp_ans,IDK,Time
0,2010,2015,0.0,0.0,0.0,0.0,1,0,0.8607102632522583,3.1997811540234733,0,0.011879839499791463
1,the world’s top ten,Switzerland,0.0,0.0,0.0,0.0,17,0,0.31771552562713623,3.417522579147593,0,0.011879839499791463
2,1983,1996,0.0,0.0,0.0,0.0,2,0,0.8146746158599854,4.03243346394339,0,0.005867175261179606
3,centre of Bern,UNESCO World Heritage Site,0.0,0.0,0.0,0.0,21,0,0.32222872972488403,2.0381868748577263,0,0.005867175261179606
4,the centre of Bern,,0.0,0.0,0.0,0.0,18,0,0.0,9.063233321486992,0,0.005795798699061076
5,In the 18th century,1905–1911,0.0,0.0,0.0,0.0,18,0,0.3393518030643463,3.6308407248376486,0,0.005795798699061076
6,(1672–1727),1292–1369,0.0,0.0,0.0,0.0,7,0,0.5477553009986877,6.094850246546775,0,0.006565342346827189
7,Black Guard,egyptian army,0.0,0.0,0.0,0.0,11,0,0.47821101546287537,2.0637610463577523,0,0.006565342346827189
8,"150,000",IDK,0.0,0.0,0.0,0.0,7,0,0.3973720371723175,1.9109680744057438,1,0.007555443048477173
9,coerced the country into submission.,fought against the russians,0.1111111111111111,0.16666666666666666,0.25,0.2,26,0,0.4611015021800995,3.2076360300076394,0,0.007555443048477173
10,1837,1837,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,3.0804809825794663,0,0.004469398657480876
11,United Kingdom,UK,0.0,0.0,0.0,0.0,12,0,0.6295214891433716,1.910353339585062,0,0.004469398657480876
12,Royal Institute of British Architects,Royal Institute of British Architects,1.0,1.0,1.0,1.0,0,1,1.0,1.0653527511756142,0,0.006210507949193319
13,1971,1834,0.0,0.0,0.0,0.0,3,0,0.7415791749954224,4.866834552882584,0,0.006210507949193319
14,the advancement of architecture,to promote the practice of architecture,0.42857142857142855,0.75,0.5,0.6,19,0,0.6954759955406189,2.156687060917469,0,0.005947911739349365
15,Indian Army,Indian Army,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.3531837570998302,0,0.005947911739349365
16,Arc de Triomphe,Eiffel Tower,0.0,0.0,0.0,0.0,12,0,0.48426324129104614,1.8194285593026143,0,0.004766962925593058
17,The India Gate,Taj Mahal,0.0,0.0,0.0,0.0,10,0,0.49851635098457336,1.527515269565234,0,0.004766962925593058
18,"90,000",58,0.0,0.0,0.0,0.0,6,0,0.4305236339569092,3.603347592615099,0,0.004452371597290039
19,1931,1887,0.0,0.0,0.0,0.0,3,0,0.7950266599655151,3.6164937426108628,0,0.004452371597290039
20,George V,napoleon,0.0,0.0,0.0,0.0,7,0,0.5030012726783752,3.152971065800215,0,0.007782483100891113
21,Sir Edwin Lutyens and Sir Herbert Baker,saheb bakhtiar,0.0,0.0,0.0,0.0,33,0,0.33074676990509033,2.843499839870169,0,0.007782483100891113
22,1911,1858,0.0,0.0,0.0,0.0,3,0,0.783870279788971,2.293029289667842,0,0.005918474992116293
23,Viceroy Lord Irwin,narendra modi,0.0,0.0,0.0,0.0,14,0,0.381156861782074,2.133560004201496,0,0.005918474992116293
24,13 February 1931,1858,0.0,0.0,0.0,0.0,15,0,0.4572058618068695,3.431738622867508,0,0.005968979994455973
25,Maharaja Jai Singh II of Jaipur,lord shiv,0.0,0.0,0.0,0.0,27,0,0.4368366003036499,2.7467520905986498,0,0.005968979994455973
26,13,5,0.0,0.0,0.0,0.0,2,0,0.8400152921676636,3.9875381269824057,0,0.00483133594195048
27,Jantar Mantar,Red Fort Observatory,0.0,0.0,0.0,0.0,16,0,0.4164304733276367,2.056095390024845,0,0.00483133594195048
28,compile astronomical tables,to study the stars,0.0,0.0,0.0,0.0,20,0,0.4857345521450043,2.914283339480477,0,0.006291707356770833
29,Connaught Place,Chandni Chowk,0.0,0.0,0.0,0.0,12,0,0.3386708199977875,1.3814294907559042,0,0.006291707356770833
30,four,ten,0.0,0.0,0.0,0.0,4,0,0.7906749844551086,5.879157885503258,0,0.005612643559773763
31,Park,4th ave,0.0,0.0,0.0,0.0,6,0,0.3901229798793793,1.812574186569971,0,0.005612643559773763
32,E 122nd Street,116th Street,0.25,0.3333333333333333,0.5,0.4,6,0,0.8242263793945312,2.6838536016524697,0,0.005201913913091024
33,Madison Avenue,59th Street,0.0,0.0,0.0,0.0,13,0,0.622494101524353,3.6386800425954338,0,0.005201913913091024
34,Marcus Garvey Memorial Park,Flushing Meadows–Corona Park,0.16666666666666666,0.25,0.3333333333333333,0.28571428571428575,20,0,0.3854120671749115,1.2990378821696753,0,0.007118767499923706
35,substantial disputes over treaty interpretations,disputes,0.2,0.2,1.0,0.33333333333333337,40,0,0.5343292951583862,1.2673937304079277,0,0.007118767499923706
36,To establish the meaning in context,to ensure that it is fair and balanced,0.0,0.0,0.0,0.0,28,0,0.5414201021194458,2.7597316323762837,0,0.018609142303466795
37,the preparatory work from the negotiation and drafting of the treaty,treaty history,0.1,0.1111111111111111,0.5,0.1818181818181818,55,0,0.44623592495918274,2.902687420517544,0,0.018609142303466795
38,International tribunals and arbiters,international courts,0.0,0.0,0.0,0.0,19,0,0.5941382050514221,1.818059317948142,0,0.011273630460103353
39,"the final, signed treaty itself",treaty history,0.14285714285714285,0.16666666666666666,0.5,0.25,24,0,0.4479864835739136,2.267672224902924,0,0.011273630460103353
40,international law,domestic law,0.3333333333333333,0.5,0.5,0.5,10,0,0.7669735550880432,1.2076496695608194,0,0.004476022720336914
41,treaties,treaties,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.092019821051234,0,0.004476022720336914
42,international law,international law,1.0,1.0,1.0,1.0,0,1,0.9999997615814209,1.5172763997451335,0,0.004489662249883016
43,internal law,domestic law,0.3333333333333333,0.5,0.5,0.5,7,0,0.8049356341362,1.339933046778873,0,0.004489662249883016
44,The Law of Treaties,the United Nations Charter,0.0,0.0,0.0,0.0,19,0,0.5159845352172852,1.7013228565661276,0,0.0052154242992401125
45,Yama,shiva,0.0,0.0,0.0,0.0,4,0,0.48691609501838684,2.4216787146344587,0,0.0052154242992401125
46,mount,a slingshot,0.0,0.0,0.0,0.0,9,0,0.4586491286754608,3.436579325601936,0,0.0060175935427347815
47,Yama,satan,0.0,0.0,0.0,0.0,3,0,0.4503217935562134,1.7893140973607478,0,0.0060175935427347815
48,the gates of Naraka,the heavens,0.2,0.25,0.5,0.3333333333333333,13,0,0.5096623301506042,2.653462848425753,0,0.0056898156801859535
49,bronze dog figurines.,a turban,0.0,0.0,0.0,0.0,18,0,0.41359633207321167,5.425758650220722,0,0.0056898156801859535
